Puzzle,Model,Time,Correct
.........17.34......5...8.4.....4..13.856..2..6...2.4..........83..5...99.....17.,Brute Force Solver,158.0304ms,true
.........17.34......5...8.4.....4..13.856..2..6...2.4..........83..5...99.....17.,Rule Based Solver,2.6086ms,true
.........17.34......5...8.4.....4..13.856..2..6...2.4..........83..5...99.....17.,Constraint Programming Solver,13.8917ms,true
.........17.34......5...8.4.....4..13.856..2..6...2.4..........83..5...99.....17.,"Stochastic (T=10000, cooling=0.999)",194.4µs,false
.........2..97.8...641....3...........8...512.76.8......2..4.6..3.6.9....1.2..3..,Brute Force Solver,3.8081513s,true
.........2..97.8...641....3...........8...512.76.8......2..4.6..3.6.9....1.2..3..,Rule Based Solver,2.585ms,true
.........2..97.8...641....3...........8...512.76.8......2..4.6..3.6.9....1.2..3..,Constraint Programming Solver,29.3825ms,true
.........2..97.8...641....3...........8...512.76.8......2..4.6..3.6.9....1.2..3..,"Stochastic (T=10000, cooling=0.999)",179.8µs,false
.........2.3..651......543...437...23.6...7.15...193...251......175..8.4.........,Brute Force Solver,144.9648ms,true
.........2.3..651......543...437...23.6...7.15...193...251......175..8.4.........,Rule Based Solver,2.6668ms,true
.........2.3..651......543...437...23.6...7.15...193...251......175..8.4.........,Constraint Programming Solver,14.2369ms,true
.........2.3..651......543...437...23.6...7.15...193...251......175..8.4.........,"Stochastic (T=10000, cooling=0.999)",182.2µs,false
.........24......6....39.5.......345..78.39..1..........25..7.1.7...2.63..6....8.,Brute Force Solver,150.7532ms,true
.........24......6....39.5.......345..78.39..1..........25..7.1.7...2.63..6....8.,Rule Based Solver,2.5788ms,true
.........24......6....39.5.......345..78.39..1..........25..7.1.7...2.63..6....8.,Constraint Programming Solver,13.8656ms,true
.........24......6....39.5.......345..78.39..1..........25..7.1.7...2.63..6....8.,"Stochastic (T=10000, cooling=0.999)",197.2µs,false
.........2459..6...6..1.4.9.31..7....7.....5....4..16.7.6.3..4...42.1793.........,Brute Force Solver,6.2236811s,true
.........2459..6...6..1.4.9.31..7....7.....5....4..16.7.6.3..4...42.1793.........,Rule Based Solver,2.4418ms,true
.........2459..6...6..1.4.9.31..7....7.....5....4..16.7.6.3..4...42.1793.........,Constraint Programming Solver,30.7598ms,true
.........2459..6...6..1.4.9.31..7....7.....5....4..16.7.6.3..4...42.1793.........,"Stochastic (T=10000, cooling=0.999)",214.1µs,false
.........27....6.3.96..578.....39.7..8...6.....9.....1..1....49..285..1........5.,Brute Force Solver,151.2772ms,true
.........27....6.3.96..578.....39.7..8...6.....9.....1..1....49..285..1........5.,Rule Based Solver,3.8422ms,true
.........27....6.3.96..578.....39.7..8...6.....9.....1..1....49..285..1........5.,Constraint Programming Solver,14.7165ms,true
.........27....6.3.96..578.....39.7..8...6.....9.....1..1....49..285..1........5.,"Stochastic (T=10000, cooling=0.999)",169.9µs,false
.........274.6..8...6...93......365.4...7...2.124......68...2...4..2.579.........,Brute Force Solver,147.9831ms,true
.........274.6..8...6...93......365.4...7...2.124......68...2...4..2.579.........,Rule Based Solver,2.5708ms,true
.........274.6..8...6...93......365.4...7...2.124......68...2...4..2.579.........,Constraint Programming Solver,14.0335ms,true
.........274.6..8...6...93......365.4...7...2.124......68...2...4..2.579.........,"Stochastic (T=10000, cooling=0.999)",180.1µs,false
.........3....947..5983...6..........18....69..57.1.4...........9..4.....2..53..8,Brute Force Solver,137.4439866s,true
.........3....947..5983...6..........18....69..57.1.4...........9..4.....2..53..8,Rule Based Solver,2.5262ms,true
.........3....947..5983...6..........18....69..57.1.4...........9..4.....2..53..8,Constraint Programming Solver,33.7991ms,true
.........3....947..5983...6..........18....69..57.1.4...........9..4.....2..53..8,"Stochastic (T=10000, cooling=0.999)",181.8µs,false
.........3...7..8984...931...5381.7..1.....3..3.7.29...561...2427..6...8.........,Brute Force Solver,7.0101677s,true
.........3...7..8984...931...5381.7..1.....3..3.7.29...561...2427..6...8.........,Rule Based Solver,2.5342ms,true
.........3...7..8984...931...5381.7..1.....3..3.7.29...561...2427..6...8.........,Constraint Programming Solver,23.5311ms,true
.........3...7..8984...931...5381.7..1.....3..3.7.29...561...2427..6...8.........,"Stochastic (T=10000, cooling=0.999)",195.3µs,false
.........3.158...9...7..4.3....6...1658..1......3..9.5...8.4.3.9.....7..1.6......,Brute Force Solver,151.895ms,true
.........3.158...9...7..4.3....6...1658..1......3..9.5...8.4.3.9.....7..1.6......,Rule Based Solver,2.705ms,true
.........3.158...9...7..4.3....6...1658..1......3..9.5...8.4.3.9.....7..1.6......,Constraint Programming Solver,13.9166ms,true
.........3.158...9...7..4.3....6...1658..1......3..9.5...8.4.3.9.....7..1.6......,"Stochastic (T=10000, cooling=0.999)",171.7µs,false
.........3.6..5..98...34..5.....68..9......52.2.39.....1..2...3..7......4.5.....8,Brute Force Solver,157.5643ms,true
.........3.6..5..98...34..5.....68..9......52.2.39.....1..2...3..7......4.5.....8,Rule Based Solver,2.5247ms,true
.........3.6..5..98...34..5.....68..9......52.2.39.....1..2...3..7......4.5.....8,Constraint Programming Solver,13.835ms,true
.........3.6..5..98...34..5.....68..9......52.2.39.....1..2...3..7......4.5.....8,"Stochastic (T=10000, cooling=0.999)",176.6µs,false
.........328.....9..9...567.......2..3....7....465...8....4.....1.7....35.29.8...,Brute Force Solver,152.1463ms,true
.........328.....9..9...567.......2..3....7....465...8....4.....1.7....35.29.8...,Rule Based Solver,4.6195ms,true
.........328.....9..9...567.......2..3....7....465...8....4.....1.7....35.29.8...,Constraint Programming Solver,14.4834ms,true
.........328.....9..9...567.......2..3....7....465...8....4.....1.7....35.29.8...,"Stochastic (T=10000, cooling=0.999)",197.6µs,false
.........36...5..97.58.41...19...5......4......7...28...14.27.66..9...38.........,Brute Force Solver,152.5845ms,true
.........36...5..97.58.41...19...5......4......7...28...14.27.66..9...38.........,Rule Based Solver,2.659ms,true
.........36...5..97.58.41...19...5......4......7...28...14.27.66..9...38.........,Constraint Programming Solver,15.492ms,true
.........36...5..97.58.41...19...5......4......7...28...14.27.66..9...38.........,"Stochastic (T=10000, cooling=0.999)",177.3µs,false
.........38.....6.5.19..38.........2.6..1..9.94..8..35....7......4..6..8.7.3.....,Brute Force Solver,158.0391ms,true
.........38.....6.5.19..38.........2.6..1..9.94..8..35....7......4..6..8.7.3.....,Rule Based Solver,2.7535ms,true
.........38.....6.5.19..38.........2.6..1..9.94..8..35....7......4..6..8.7.3.....,Constraint Programming Solver,14.0035ms,true
.........38.....6.5.19..38.........2.6..1..9.94..8..35....7......4..6..8.7.3.....,"Stochastic (T=10000, cooling=0.999)",194.4µs,false
.........39....728.....13.46.9.7...2.27.8.63.5...6.4.98.69.....932....81.........,Brute Force Solver,144.5674ms,true
.........39....728.....13.46.9.7...2.27.8.63.5...6.4.98.69.....932....81.........,Rule Based Solver,2.7005ms,true
.........39....728.....13.46.9.7...2.27.8.63.5...6.4.98.69.....932....81.........,Constraint Programming Solver,14.1963ms,true
.........39....728.....13.46.9.7...2.27.8.63.5...6.4.98.69.....932....81.........,"Stochastic (T=10000, cooling=0.999)",189.2µs,false
.........4......8683..56.....5.....3..4..2.699......7...........5..8314..8.12....,Brute Force Solver,153.6271ms,true
.........4......8683..56.....5.....3..4..2.699......7...........5..8314..8.12....,Rule Based Solver,3.7333ms,true
.........4......8683..56.....5.....3..4..2.699......7...........5..8314..8.12....,Constraint Programming Solver,15.3873ms,true
.........4......8683..56.....5.....3..4..2.699......7...........5..8314..8.12....,"Stochastic (T=10000, cooling=0.999)",180.4µs,false
.........4....3...27.8...531.........3..96..8....4.3.7.......1.....6....3.81.9642,Brute Force Solver,12.2395286s,true
.........4....3...27.8...531.........3..96..8....4.3.7.......1.....6....3.81.9642,Rule Based Solver,4.608ms,true
.........4....3...27.8...531.........3..96..8....4.3.7.......1.....6....3.81.9642,Constraint Programming Solver,30.3482ms,true
.........4....3...27.8...531.........3..96..8....4.3.7.......1.....6....3.81.9642,"Stochastic (T=10000, cooling=0.999)",190.5µs,false
.........4...132...624..81............3..4...1.96...87....6..........3.9841..9.7.,Brute Force Solver,2.4782958s,true
.........4...132...624..81............3..4...1.96...87....6..........3.9841..9.7.,Rule Based Solver,2.7316ms,true
.........4...132...624..81............3..4...1.96...87....6..........3.9841..9.7.,Constraint Programming Solver,27.2344ms,true
.........4...132...624..81............3..4...1.96...87....6..........3.9841..9.7.,"Stochastic (T=10000, cooling=0.999)",216.9µs,false
.........4...7.628.....4.5.7..3..9....8......2....876....5.1....759..4......6...1,Brute Force Solver,151.7919ms,true
.........4...7.628.....4.5.7..3..9....8......2....876....5.1....759..4......6...1,Rule Based Solver,2.679ms,true
.........4...7.628.....4.5.7..3..9....8......2....876....5.1....759..4......6...1,Constraint Programming Solver,14.045ms,true
.........4...7.628.....4.5.7..3..9....8......2....876....5.1....759..4......6...1,"Stochastic (T=10000, cooling=0.999)",177.9µs,false
.........4..912.86...48.9.1.8..24.5..2.....4..4.36..1.2.8.37...36.245..7.........,Brute Force Solver,136.2578ms,true
.........4..912.86...48.9.1.8..24.5..2.....4..4.36..1.2.8.37...36.245..7.........,Rule Based Solver,4.8001ms,true
.........4..912.86...48.9.1.8..24.5..2.....4..4.36..1.2.8.37...36.245..7.........,Constraint Programming Solver,14.8783ms,true
.........4..912.86...48.9.1.8..24.5..2.....4..4.36..1.2.8.37...36.245..7.........,"Stochastic (T=10000, cooling=0.999)",179.8µs,false
.........4..92.....3.8...92.26..........73..57.1....8........41.7..349........657,Brute Force Solver,152.9982ms,true
.........4..92.....3.8...92.26..........73..57.1....8........41.7..349........657,Rule Based Solver,2.4942ms,true
.........4..92.....3.8...92.26..........73..57.1....8........41.7..349........657,Constraint Programming Solver,14.0469ms,true
.........4..92.....3.8...92.26..........73..57.1....8........41.7..349........657,"Stochastic (T=10000, cooling=0.999)",180.2µs,false
.........4.1..5...39..176.5.........6...4.17..2.9....3........2.625.......3.76.4.,Brute Force Solver,149.498ms,true
.........4.1..5...39..176.5.........6...4.17..2.9....3........2.625.......3.76.4.,Rule Based Solver,2.6679ms,true
.........4.1..5...39..176.5.........6...4.17..2.9....3........2.625.......3.76.4.,Constraint Programming Solver,13.7769ms,true
.........4.1..5...39..176.5.........6...4.17..2.9....3........2.625.......3.76.4.,"Stochastic (T=10000, cooling=0.999)",178.3µs,false
.........4.32..7..1627..5..5...4..2.6...9...4.9..2...6..7..6291..6..18.7.........,Brute Force Solver,140.4774ms,true
.........4.32..7..1627..5..5...4..2.6...9...4.9..2...6..7..6291..6..18.7.........,Rule Based Solver,2.7065ms,true
.........4.32..7..1627..5..5...4..2.6...9...4.9..2...6..7..6291..6..18.7.........,Constraint Programming Solver,13.9984ms,true
.........4.32..7..1627..5..5...4..2.6...9...4.9..2...6..7..6291..6..18.7.........,"Stochastic (T=10000, cooling=0.999)",169.5µs,false
.........4.651.8...5...97...896.....3.2...5.7.....7.6...73...1...8.619.3.........,Brute Force Solver,32.4130159s,true
.........4.651.8...5...97...896.....3.2...5.7.....7.6...73...1...8.619.3.........,Rule Based Solver,7.0161ms,true
.........4.651.8...5...97...896.....3.2...5.7.....7.6...73...1...8.619.3.........,Constraint Programming Solver,29.7729ms,true
.........4.651.8...5...97...896.....3.2...5.7.....7.6...73...1...8.619.3.........,"Stochastic (T=10000, cooling=0.999)",173.9µs,false
.........42...5.....7..463...91....6.3.....5.6....91...917..8.....6...45.........,Brute Force Solver,5.8341566s,true
.........42...5.....7..463...91....6.3.....5.6....91...917..8.....6...45.........,Rule Based Solver,2.4583ms,true
.........42...5.....7..463...91....6.3.....5.6....91...917..8.....6...45.........,Constraint Programming Solver,31.7275ms,true
.........42...5.....7..463...91....6.3.....5.6....91...917..8.....6...45.........,"Stochastic (T=10000, cooling=0.999)",185.6µs,false
.........45..9...1..1.32..5.8.7...145.......361...8.7.7..58.4..1...6..92.........,Brute Force Solver,146.4576ms,true
.........45..9...1..1.32..5.8.7...145.......361...8.7.7..58.4..1...6..92.........,Rule Based Solver,4.8608ms,true
.........45..9...1..1.32..5.8.7...145.......361...8.7.7..58.4..1...6..92.........,Constraint Programming Solver,14.9129ms,true
.........45..9...1..1.32..5.8.7...145.......361...8.7.7..58.4..1...6..92.........,"Stochastic (T=10000, cooling=0.999)",172.9µs,false
.........5.....8...478..3.........41......9..83.1...6...4....7.1...2...5.6.713..4,Brute Force Solver,157.3778ms,true
.........5.....8...478..3.........41......9..83.1...6...4....7.1...2...5.6.713..4,Rule Based Solver,4.8559ms,true
.........5.....8...478..3.........41......9..83.1...6...4....7.1...2...5.6.713..4,Constraint Programming Solver,15.3102ms,true
.........5.....8...478..3.........41......9..83.1...6...4....7.1...2...5.6.713..4,"Stochastic (T=10000, cooling=0.999)",197.5µs,false
.........5....7....8.62..1..43....9.9..83..2.15...6....2..9...7..4...9.8....6...3,Brute Force Solver,148.1981ms,true
.........5....7....8.62..1..43....9.9..83..2.15...6....2..9...7..4...9.8....6...3,Rule Based Solver,2.8665ms,true
.........5....7....8.62..1..43....9.9..83..2.15...6....2..9...7..4...9.8....6...3,Constraint Programming Solver,14.2202ms,true
.........5....7....8.62..1..43....9.9..83..2.15...6....2..9...7..4...9.8....6...3,"Stochastic (T=10000, cooling=0.999)",172.4µs,false
.........5...9...3.9..62.7.......7.964........291.6..5........67....8.9..3.4..25.,Brute Force Solver,150.2374ms,true
.........5...9...3.9..62.7.......7.964........291.6..5........67....8.9..3.4..25.,Rule Based Solver,2.5362ms,true
.........5...9...3.9..62.7.......7.964........291.6..5........67....8.9..3.4..25.,Constraint Programming Solver,14.0625ms,true
.........5...9...3.9..62.7.......7.964........291.6..5........67....8.9..3.4..25.,"Stochastic (T=10000, cooling=0.999)",179µs,false
.........5..4...7...89.3.4..2..4.8.....6......69.2....3.....65..9.812....4......2,Brute Force Solver,156.5809ms,true
.........5..4...7...89.3.4..2..4.8.....6......69.2....3.....65..9.812....4......2,Rule Based Solver,2.6203ms,true
.........5..4...7...89.3.4..2..4.8.....6......69.2....3.....65..9.812....4......2,Constraint Programming Solver,13.8027ms,true
.........5..4...7...89.3.4..2..4.8.....6......69.2....3.....65..9.812....4......2,"Stochastic (T=10000, cooling=0.999)",182.2µs,false
.........5..7..6.4..39.5.8..9..7..3.72.3.1.49.4..8..2..5.6.78..9.7..8..5.........,Brute Force Solver,141.1039ms,true
.........5..7..6.4..39.5.8..9..7..3.72.3.1.49.4..8..2..5.6.78..9.7..8..5.........,Rule Based Solver,4.5278ms,true
.........5..7..6.4..39.5.8..9..7..3.72.3.1.49.4..8..2..5.6.78..9.7..8..5.........,Constraint Programming Solver,14.4715ms,true
.........5..7..6.4..39.5.8..9..7..3.72.3.1.49.4..8..2..5.6.78..9.7..8..5.........,"Stochastic (T=10000, cooling=0.999)",209.4µs,false
.........532.6..9..895...31.9461....8.......3....8341.25...834..1..9.825.........,Brute Force Solver,137.3843ms,true
.........532.6..9..895...31.9461....8.......3....8341.25...834..1..9.825.........,Rule Based Solver,2.6397ms,true
.........532.6..9..895...31.9461....8.......3....8341.25...834..1..9.825.........,Constraint Programming Solver,13.888ms,true
.........532.6..9..895...31.9461....8.......3....8341.25...834..1..9.825.........,"Stochastic (T=10000, cooling=0.999)",177.6µs,false
.........5671.....4...6.3.1..........59.1..6378..4..9.........9....2..47..38...5.,Brute Force Solver,28.1778736s,true
.........5671.....4...6.3.1..........59.1..6378..4..9.........9....2..47..38...5.,Rule Based Solver,4.8275ms,true
.........5671.....4...6.3.1..........59.1..6378..4..9.........9....2..47..38...5.,Constraint Programming Solver,32.3353ms,true
.........5671.....4...6.3.1..........59.1..6378..4..9.........9....2..47..38...5.,"Stochastic (T=10000, cooling=0.999)",200.7µs,false
.........6....29.....86.523.....4.1..175.849..4.7.....285.97.....31....4.........,Brute Force Solver,151.5159ms,true
.........6....29.....86.523.....4.1..175.849..4.7.....285.97.....31....4.........,Rule Based Solver,2.6224ms,true
.........6....29.....86.523.....4.1..175.849..4.7.....285.97.....31....4.........,Constraint Programming Solver,13.919ms,true
.........6....29.....86.523.....4.1..175.849..4.7.....285.97.....31....4.........,"Stochastic (T=10000, cooling=0.999)",182.6µs,false
